folds,val_cindex,test_cindex
0,0.8144671452236334,0.785305105853051
1,0.7301216089803555,0.7926559911651021
2,0.7967741935483871,0.7282507015902713
3,0.7217125382262997,0.7797235023041474
4,0.8059775840597758,0.6839959225280327
