folds,val_cindex,test_cindex
0,0.6768844221105528,0.5451248992747784
1,0.658502119642016,0.6251256281407035
2,0.7524752475247525,0.6156382477626001
3,0.6785714285714286,0.6467326732673268
4,0.6474617244157937,0.6071428571428571
