folds,val_cindex,test_cindex
0,0.6361904761904762,0.7636022514071295
1,0.6686686686686687,0.6409523809523809
2,0.7091469681397738,0.6376376376376376
3,0.7023153252480706,0.6875642343268242
4,0.7401500938086304,0.7078280044101434
