folds,val_cindex,test_cindex
0,0.7773869346733668,0.6712328767123288
1,0.7338671691003297,0.6432160804020101
2,0.7801980198019802,0.701365991521432
3,0.7192622950819673,0.6067326732673267
4,0.6921837228041902,0.6009953161592506
