folds,val_cindex,test_cindex
0,0.7288223140495868,0.5007751937984496
1,0.6782387806943269,0.6399793388429752
2,0.6735905044510386,0.6782387806943269
3,0.697869101978691,0.6023738872403561
4,0.5917312661498708,0.7313546423135464
