folds,val_cindex,test_cindex
0,0.6270783847980997,0.6639072847682119
1,0.6921641791044776,0.5130641330166271
2,0.7004680187207488,0.6921641791044776
3,0.7527881040892194,0.6583463338533542
4,0.6125827814569537,0.5966542750929368
