folds,val_cindex,test_cindex
0,0.6229338842975206,0.5922480620155038
1,0.7231160033869602,0.6053719008264463
2,0.6617210682492581,0.7256562235393734
3,0.6719939117199392,0.5756676557863502
4,0.6134366925064599,0.563165905631659
