folds,val_cindex,test_cindex
0,0.659047619047619,0.5534709193245778
1,0.7447447447447447,0.6295238095238095
2,0.7183967112024666,0.6636636636636637
3,0.6802646085997794,0.6608427543679343
4,0.7176360225140713,0.6714443219404631
