folds,val_cindex,test_cindex
0,0.8108779679734953,0.7701120797011208
1,0.7857811038353602,0.8180563224737714
2,0.7700460829493088,0.7602899906454631
3,0.7632517838939857,0.7018433179723502
4,0.7952677459526775,0.7186544342507645
